27
25,1,4.8
25,2,2.8
25,3,9.5
25,4,9.5
25,5,3.4
25,6,4
25,7,10
25,8,1.7
25,9,7.2
25,11,4.2
25,12,9.5
25,13,11.7
25,14,6.3
25,15,5.9
25,16,5.2
25,17,5.9
25,18,6.1
25,19,4.9
25,20,6.4
25,21,8.5
25,22,5.6
25,23,5.4
25,24,11.1
25,0,2.4
1,4,9.3
1,7,6.3
1,11,2.6
1,12,4.8
1,13,8
1,17,1.5
1,18,1.6
1,20,7.3
1,0,2.8
2,1,3.8
2,3,8.5
2,4,8.1
2,6,3
2,7,9.5
2,9,6.2
2,11,3.2
2,12,8.5
2,13,11.2
2,14,5.3
2,15,4.9
2,16,4.1
2,17,4.9
2,18,3.3
2,19,6.9
2,20,5.9
2,21,7.5
2,22,4.6
2,24,10.6
2,0,1.9
3,1,5.1
3,4,7.7
3,7,4.8
3,11,7.5
3,12,0.6
3,13,4.2
3,16,4.7
3,17,4.5
3,18,5.3
3,19,12
3,20,11.1
3,0,7.6
4,7,2.8
4,11,5.1
4,13,4
4,17,4.3
4,18,6.3
4,20,4
4,0,8.6
5,1,5.8
5,2,2
5,3,10.3
5,4,10.4
5,6,5
5,7,10.9
5,9,8.2
5,11,5.2
5,12,10.3
5,13,12.7
5,14,7.4
5,15,6.9
5,16,6.2
5,17,6.9
5,18,5
5,19,8.3
5,20,7.4
5,21,9.3
5,22,6.6
5,24,12
5,0,3.4
6,1,2.3
6,3,5.9
6,4,5.1
6,7,6
6,9,3.2
6,11,0.5
6,12,5.9
6,13,7.7
6,14,2.4
6,15,1.6
6,16,1.2
6,17,1.9
6,18,4.1
6,19,6.2
6,20,5.3
6,24,7.1
6,0,2
7,0,7.2
8,1,4.3
8,2,2.9
8,3,7.8
8,4,7.8
8,5,4.4
8,6,2.3
8,7,8.3
8,9,5.5
8,11,2.5
8,12,7.8
8,13,10
8,14,4.6
8,15,4.2
8,16,3.4
8,17,4.2
8,18,6.1
8,19,4.1
8,20,4.7
8,21,6.8
8,22,3.9
8,24,9.4
8,0,2.4
9,1,4.6
9,3,7.3
9,4,1.6
9,7,3
9,11,3.2
9,12,7.6
9,13,4.2
9,16,3.5
9,17,3.9
9,18,6.5
9,19,4.9
9,20,3.9
9,0,5.2
10,25,7
10,1,3.2
10,2,6
10,3,2.8
10,4,6.2
10,5,7.9
10,6,5.1
10,7,4.4
10,8,6.8
10,9,6.4
10,11,5.4
10,12,2.8
10,13,5.1
10,14,6.5
10,15,5.7
10,16,3.7
10,17,3.5
10,18,2.8
10,19,11
10,20,10.1
10,21,1.8
10,22,4.3
10,23,10.6
10,24,6.2
10,0,5
11,7,6
11,18,4.4
11,20,5.6
11,0,2.2
12,4,7.7
12,7,4.8
12,11,7.5
12,13,4.2
12,17,4.5
12,18,5.3
12,20,11.1
12,0,7.6
13,7,1.6
13,11,7.9
13,17,6.3
13,18,8.6
13,20,8.6
13,0,10.9
14,1,3.7
14,3,7.8
14,4,3.3
14,7,4.6
14,9,1.3
14,11,2.4
14,12,7.8
14,13,8
14,16,2.6
14,17,3
14,18,5.6
14,19,5.2
14,20,4.3
14,0,4.4
15,1,4
15,3,6.6
15,4,3.4
15,7,4.5
15,9,1.5
15,11,2.7
15,12,6.6
15,13,5.8
15,14,0.6
15,16,2.9
15,17,3.8
15,18,5.8
15,19,5.4
15,20,4.4
15,0,3.661128164
16,1,1.1
16,4,4.8
16,7,5.3
16,11,1.5
16,12,4.7
16,13,6.9
16,17,0.8
16,18,3
16,19,7.3
16,20,6.4
16,0,3.2
17,7,4.8
17,11,1.9
17,18,2.8
17,20,6.9
17,0,3.5
18,7,7.1
18,0,3.8
19,1,9.4
19,4,4.6
19,7,7.3
19,11,6.5
19,12,11.9
19,13,8.6
19,17,8.7
19,18,10.4
19,20,1
19,0,6.4
20,7,6.4
20,18,9.2
20,0,11
21,1,4.1
21,3,1
21,4,6.7
21,6,4.9
21,7,4.8
21,9,6.9
21,11,6.5
21,12,1
21,13,3.2
21,14,6.8
21,15,6.4
21,16,3.7
21,17,3.5
21,18,4.3
21,19,11.5
21,20,10.6
21,22,4.4
21,24,7.2
21,0,6.5
22,1,1.8
22,3,5.4
22,4,4.6
22,6,1.6
22,7,5
22,9,3
22,11,1.7
22,12,5.4
22,13,6.6
22,14,2.2
22,15,1.7
22,16,1
22,17,1.1
22,18,3.6
22,19,6.9
22,20,6
22,24,6.1
22,0,3.6
23,1,7.8
23,2,6.4
23,3,11.5
23,4,4.2
23,5,7.9
23,6,5.5
23,7,6.9
23,8,4.5
23,9,4.4
23,11,6
23,12,11.5
23,13,8.2
23,14,4.8
23,15,5.6
23,16,6.9
23,17,9
23,18,9.7
23,19,0.4
23,20,0.6
23,21,11.4
23,22,6.5
23,24,7.5
23,0,6.4
24,1,6.7
24,3,7.2
24,4,3.1
24,7,7.4
24,9,4
24,11,1.4
24,12,7.2
24,13,7.2
24,14,6.4
24,15,5.6
24,16,6.3
24,17,5.7
24,18,5.7
24,19,8.1
24,20,7.2
24,0,7.6
26,25,1.3
26,1,6
26,2,4.1
26,3,14.1
26,4,10.7
26,5,4.7
26,6,5.2
26,7,13
26,8,3.1
26,9,10.5
26,10,8.3
26,11,5.5
26,12,14.1
26,13,14.2
26,14,8.8
26,15,8.4
26,16,6.4
26,17,7.2
26,18,7.4
26,19,6.8
26,20,10.1
26,21,13.1
26,22,6.9
26,23,7.8
26,24,13.6
26,0,3.6
